label,youtube_id,time_start,time_end,split
pole vault,ijWWc9DcTTw,173,183,train
trapezing,ijaB61UlJDY,17,27,train
trapezing,ijdPDqZFc6I,8,18,train
kicking field goal,ije2sx_NoBI,99,109,train
cleaning floor,ijrOlD3ujoY,61,71,train
long jump,ik9o6GAYkfo,27,37,train
skiing (not slalom or crosscountry),ikCw5A7TuLI,5,15,train
riding or walking with horse,ikEuT1jJujw,89,99,train
vault,ikQ_Tbi-I4M,3,13,train
eating carrots,ikX8JkC9GYM,1450,1460,train
trapezing,iklSlpfmbmI,57,67,train
washing dishes,iklXkzdKclU,3,13,train
dunking basketball,il9f5KSk-BI,33,43,train
using segway,ilFDKR6Go5I,22,32,train
feeding birds,ilHFt2icUT8,42,52,train
snowboarding,ilcu3_M2UCU,52,62,train
filling eyebrows,ilgLaxws__M,129,139,train
using computer,im1kJl0XTbY,270,280,train
dancing charleston,imEzu6x1_ho,7,17,train
hammer throw,imFTnFpSM6k,8,18,train
dribbling basketball,imG4ggcjiBg,219,229,train
riding mountain bike,imHBRKbqspM,9,19,train
ski jumping,imgmAZyOtys,137,147,train
snowboarding,imnMDhorWSE,258,268,train
using computer,imtiA8v06Yg,25,35,train
jetskiing,in1oTbOwRsM,25,35,train
golf driving,in2qZQTcNrQ,164,174,train
dying hair,in3Bn71Dnts,286,296,train
shoveling snow,in5Um58mUgs,112,122,train
dunking basketball,in5Zn-a_sG0,0,10,train
springboard diving,in9yZzVCslM,2,12,train
using computer,inBOLz9DWow,483,493,train
shoveling snow,inC7Oe4iZ7E,16,26,train
playing harp,inJMapxW9no,12,22,train
swinging legs,inOjm_Nb56Q,10,20,train
dunking basketball,inTssMqKuB0,31,41,train
cartwheeling,inWfUHKUmvM,1,11,train
using computer,indmW_gDokM,15,25,train
picking fruit,iniz4FoYpSk,29,39,train
balloon blowing,inx5TP2Qq0o,32,42,train
dying hair,iofdMYfz1qw,401,411,train
dunking basketball,iopCcKNSGTI,2,12,train
smoking hookah,ip-pF7jbk0A,50,60,train
side kick,ip1Aq5Xk2fY,5,15,train
making bed,ip5eOs8IcMw,2,12,train
snorkeling,ipC_rVRFC5s,146,156,train
filling eyebrows,ipR-pe9UakY,51,61,train
picking fruit,ipRz7vaX_zA,145,155,train
zumba,ipWlBwWMnEo,80,90,train
dancing ballet,ipt51QjzvzU,122,132,train
presenting weather forecast,ipt77lz780c,108,118,train
balloon blowing,iqIjBGlockI,21,31,train
exercising arm,iqMFA2gtwPY,0,10,train
eating carrots,iqN5zycEw2A,215,225,train
passing American football (in game),iqS0JzvLoZ4,110,120,train
smoking,iqUNv56a1Y8,26,36,train
petting animal (not cat),iqYoHz-RRzE,35,45,train
playing monopoly,iqaj6TMI8SU,4,14,train
crawling baby,iqnfax-KFfU,25,35,train
scuba diving,ir-QmL2PFEc,307,317,train
pole vault,irFaBUDGk74,31,41,train
stomping grapes,irTwIzLJ4U8,2,12,train
washing hair,irmmOqNkhpc,66,76,train
bartending,irwbVUOA2Wk,67,77,train
bowling,isaUzJIVX0E,7,17,train
sign language interpreting,isjkvavBQ6w,7,17,train
hugging,it4aN7DJIaI,72,82,train
dunking basketball,it7PM4wrm-E,1,11,train
playing poker,itD_yqp1ldA,38,48,train
ice skating,itWjwlznwtI,149,159,train
skiing slalom,it_pMiJ3Yu4,124,134,train
strumming guitar,ita4fbYFn_Q,20,30,train
riding unicycle,itvFmQZASnE,72,82,train
ice climbing,iuDTSuwyYU4,50,60,train
strumming guitar,iuISp_F3C7E,42,52,train
dying hair,iuPBDibzaIc,174,184,train
salsa dancing,iuRjhx12NRs,134,144,train
rock scissors paper,iulOm7We5IE,13,23,train
picking fruit,iunef-ays2A,8,18,train
swimming butterfly stroke,iuqdW5OLSzc,0,10,train
golf driving,iuvXKUO8dGU,27,37,train
shaving head,iuvn7CezjKI,1,11,train
passing American football (not in game),iv1HfHrIuzE,7,17,train
brushing hair,ivMGqE0cYb8,79,89,train
javelin throw,ivTNQqBpPwM,0,10,train
passing American football (in game),ivXUtYTA25g,2,12,train
picking fruit,ivYEuG_xrAQ,5,15,train
assembling computer,ivdHZ4LHP9k,125,135,train
shoveling snow,ivjy7hQV3QU,48,58,train
playing kickball,ivmUXesUjUk,325,335,train
cleaning floor,ivuR1jVv-ic,48,58,train
using remote controller (not gaming),ivvjb3Zurdk,143,153,train
passing American football (in game),ivzSYPTMRZM,2,12,train
sled dog racing,ivzWHri1nwU,4,14,train
passing American football (in game),iw1_bNFJ6Us,6,16,train
playing drums,iwGG5PNp5wo,60,70,train
dying hair,iwGR7Y0su4Y,344,354,train
pumping gas,iwMEAVencRo,166,176,train
balloon blowing,iwXCwZ_pepA,177,187,train
yawning,iwgs7dEVvH8,0,10,train
crying,iwvDHpqmsu8,194,204,train
exercising arm,iwwNN6ThZTY,1,11,train
changing wheel,iwx9H6Lznhw,4,14,train
bungee jumping,ix1bfTj_cSs,2,12,train
spraying,ixHsWvx9wiU,140,150,train
ski jumping,ixZRTTguEG4,2,12,train
surfing water,ixeQgFS-uKk,32,42,train
gymnastics tumbling,ixncyiB7vHM,9,19,train
opening bottle,ixq4SXIyBQ0,23,33,train
presenting weather forecast,ixqELD6K9lY,13,23,train
playing cymbals,iy0-WktaJAc,74,84,train
balloon blowing,iy0-mKAqj5s,4,14,train
shaving head,iy2Bgq3VNt0,32,42,train
making pizza,iyGwxX5pTAw,174,184,train
ice skating,iyUV-b-tlRk,66,76,train
punching bag,iyahNI8wo7w,46,56,train
using computer,iykCN6ekBqo,56,66,train
whistling,iyl-77CVgIY,268,278,train
grooming horse,iymxopyhY2E,18,28,train
snowboarding,iysN2GQHrN8,147,157,train
riding mule,iysSDfsQbJI,78,88,train
playing organ,iyw-HDdJb20,42,52,train
dying hair,iz07lnyzK0s,25,35,train
tying tie,iz1XjXqH2PM,15,25,train
scuba diving,iz3KX95bUGQ,41,51,train
tapping pen,izMaydHC0GQ,5,15,train
throwing ball,izoeZ3fZT8Q,1,11,train
playing cards,izrn_rnwiUI,75,85,train
skiing (not slalom or crosscountry),j-D5RFpXppA,19,29,train
sword fighting,j-HQM9p-JZc,5,15,train
opening bottle,j-NIzKPC_ic,13,23,train
news anchoring,j-UhFNWa7X8,41,51,train
skiing (not slalom or crosscountry),j-Yc1RS8REE,324,334,train
presenting weather forecast,j-rYYtFu22k,195,205,train
making bed,j08arN8v1jM,13,23,train
shearing sheep,j09DYGySzJ0,113,123,train
drinking beer,j0N7nU1iY7w,12,22,train
shooting basketball,j0p04e27QnM,13,23,train
javelin throw,j0q70t3yaNM,157,167,train
jetskiing,j0uLapPLtvQ,7,17,train
roller skating,j0vXgPF6GaA,37,47,train
sled dog racing,j15VRlBi94Q,0,10,train
scuba diving,j16dtc6rPCg,35,45,train
dying hair,j1R9NJrr4AA,1015,1025,train
skiing (not slalom or crosscountry),j1brUNDBbWw,22,32,train
playing basketball,j1jjGgR4rDk,3,13,train
picking fruit,j1qTyyuCbbM,13,23,train
eating cake,j1vvu5XeLNk,2,12,train
eating carrots,j1z3l_7vlXQ,49,59,train
making bed,j28R51DEVq8,25,35,train
cooking on campfire,j2EnK7cI5J0,65,75,train
shaving head,j2KVPs4u8C4,39,49,train
using computer,j2O5bQs5sMo,91,101,train
exercising arm,j2P6b4iKYF0,9,19,train
tying tie,j2nkUgDZQaA,97,107,train
eating spaghetti,j2oDiwR70tM,1,11,train
springboard diving,j2wQb2Zdvfk,2,12,train
using computer,j32XVjDSMCk,33,43,train
breakdancing,j33BbIKDxF0,113,123,train
scuba diving,j3KE3q858ig,13,23,train
cooking sausages,j3KjIMiCwXw,130,140,train
cartwheeling,j3RHcRMKB2A,0,10,train
strumming guitar,j3RT_ELKMnU,211,221,train
using remote controller (not gaming),j3Rvc12NQ_g,157,167,train
massaging back,j3YruCJWuqc,173,183,train
crawling baby,j3ZAIH5xOYk,31,41,train
petting cat,j3_rP8yu9yw,41,51,train
strumming guitar,j3iLz7hK4mc,124,134,train
hugging,j4632QebPtw,78,88,train
feeding birds,j49yuWBCHno,52,62,train
swinging legs,j4Csb4Bp58Q,4,14,train
water skiing,j4Ko0KZ0I48,6,16,train
shearing sheep,j4QnquJ8868,128,138,train
roller skating,j4RVYSqhhiQ,49,59,train
playing tennis,j4Uoy-lpe28,112,122,train
presenting weather forecast,j4YCfb57kg0,0,10,train
shaving head,j4swmVe1zrk,49,59,train
paragliding,j51w7YPWf1g,6,16,train
singing,j59ykZWNKR4,48,58,train
parkour,j5LQYBIAUxo,169,179,train
grinding meat,j5M_qTmAgII,24,34,train
kissing,j5k1jxudUw4,207,217,train
skiing (not slalom or crosscountry),j5km7a4Xsic,26,36,train
water skiing,j5mK9xzssfM,191,201,train
building shed,j5pH7_KEsUk,225,235,train
smoking,j5xu7qnGQzA,136,146,train
using computer,j5z8LrH7nOs,60,70,train
folding clothes,j62EDvjYh3Y,0,10,train
paragliding,j6YvsdnZGXk,116,126,train
kissing,j6eUwSEvrxs,17,27,train
egg hunting,j6o-tmyceMU,58,68,train
motorcycling,j6z-yX_GjYY,4,14,train
shooting basketball,j712VMI9QmI,271,281,train
shoveling snow,j7JGumCLoCo,3,13,train
flying kite,j7QUX_q7Hs0,7,17,train
playing monopoly,j7_E35RhFKs,61,71,train
trapezing,j7_sqG1VbNc,6,16,train
exercising arm,j7cE73aRnvE,26,36,train
driving tractor,j7fvaSKeMBo,430,440,train
disc golfing,j7z-wiqJnJE,9,19,train
passing American football (in game),j8E43iFvD_Q,4,14,train
ski jumping,j8KHSExYG_4,2,12,train
chopping wood,j8hDHON7awQ,3,13,train
passing American football (in game),j8hmBDfs4fA,0,10,train
skiing (not slalom or crosscountry),j8lt9TLxMb8,268,278,train
swimming backstroke,j8zBh782eQ8,225,235,train
cleaning floor,j91S6dm8MBE,2,12,train
playing squash or racquetball,j92rFife5f8,182,192,train
roller skating,j96qvqhYQpc,85,95,train
drinking beer,j9D6xQUfKtc,12,22,train
eating watermelon,j9HkE8HLzQA,76,86,train
drinking beer,j9Qdq9S32Ss,6,16,train
shaking head,j9r8ENWD6w8,18,28,train
capoeira,j9uvChVbPsQ,224,234,train
playing kickball,j9vCMpT7yP4,1,11,train
snowboarding,jA-6wELcpnY,265,275,train
riding or walking with horse,jA1Ch8IIozs,185,195,train
pole vault,jA7aUBevp-M,80,90,train
scuba diving,jAGzJLa4Xpc,60,70,train
abseiling,jAKfPmzKSsc,92,102,train
stretching leg,jAPyDxcsfq4,104,114,train
hugging,jASfGiddH-I,11,21,train
dancing charleston,jB4xp02DKyw,8,18,train
playing trombone,jBAXZsMBDeU,4,14,train
playing harp,jB_2ujbtjzg,97,107,train
feeding fish,jBsHaj1RG4k,17,27,train
vault,jC4usDxd-E0,1,11,train
eating burger,jC7-fQToO2o,17,27,train
hugging,jCSDm5qMi7Y,49,59,train
gymnastics tumbling,jC_LEnJymJA,43,53,train
skiing (not slalom or crosscountry),jCbRvTZjujo,40,50,train
kitesurfing,jD2xdK0xDaI,103,113,train
riding or walking with horse,jD7xpdWfGos,52,62,train
dunking basketball,jDAhkvkXvd8,77,87,train
balloon blowing,jE35c6sukLk,477,487,train
shearing sheep,jEJV7UjgHWw,3,13,train
skiing (not slalom or crosscountry),jENNCgu2mvE,222,232,train
garbage collecting,jEuDo6rG8UU,155,165,train
skiing (not slalom or crosscountry),jF9KdjoKK-c,138,148,train
using computer,jFCWdgeH6S0,0,10,train
water skiing,jFLbjMx2Pa0,130,140,train
playing accordion,jFSRDgKwmAo,53,63,train
breakdancing,jFUthwVXmYc,9,19,train
water skiing,jFe4P7Bh0Yw,94,104,train
mowing lawn,jFehurLFxBM,134,144,train
javelin throw,jFfWS8StxIQ,3,13,train
using computer,jFmGp1TFdwk,3,13,train
wrapping present,jFxdc7hN7uU,108,118,train
hammer throw,jGAEHxxxuAQ,7,17,train
sled dog racing,jGCN3P8J584,71,81,train
strumming guitar,jGDJ2USXQOw,10,20,train
dunking basketball,jGMpy9i6L8g,0,10,train
springboard diving,jGUeZm-m8WU,33,43,train
riding mountain bike,jGVctx4W86s,193,203,train
playing poker,jGVtkq4UAmk,35,45,train
playing organ,jGZ3TnIJCDY,2,12,train
tobogganing,jG_vhA9Kebc,0,10,train
throwing ball,jH-2AoDKXMw,0,10,train
sign language interpreting,jH2KS-nYpxg,20,30,train
presenting weather forecast,jH3s-AyPsvs,51,61,train
clay pottery making,jHNooAHAGPg,111,121,train
shoveling snow,jHTdLVjcPjM,16,26,train
dying hair,jHWg2X9IKhk,139,149,train
throwing ball,jHZ-dw5a0Z8,0,10,train
cleaning floor,jI7SoYJBYyM,68,78,train
planting trees,jICR9m4B8R4,48,58,train
busking,jIVtOptXqrU,72,82,train
shoveling snow,jJ-Qw_y5GIA,153,163,train
balloon blowing,jJDwxuZF9KE,14,24,train
crossing river,jJIg8koLxos,9,19,train
baby waking up,jJQ2rltq9tg,14,24,train
cutting watermelon,jJgaKbz9x5I,32,42,train
shaving legs,jJw0jE7Aj8s,33,43,train
presenting weather forecast,jKVXRRsoaXg,155,165,train
passing American football (in game),jKWE7shVjqc,4,14,train
sweeping floor,jKa1GPlbHiU,3,13,train
javelin throw,jKon-MJntko,7,17,train
running on treadmill,jKqEkVWQLY4,3,13,train
tossing salad,jKthOSa70-I,4,14,train
shaving head,jKuPTw119jU,80,90,train
sniffing,jL0MZSsoXPk,46,56,train
riding mountain bike,jL963LCLX-4,638,648,train
taking a shower,jLfIDmPp40g,33,43,train
riding elephant,jM-DBbod_QM,61,71,train
throwing ball,jM5LKcmJ-Po,6,16,train
opening bottle,jM6Clf82b5A,12,22,train
drinking beer,jM8hJP16k2I,309,319,train
eating burger,jMDhwZPosLw,3,13,train
waxing legs,jMHgkHdfpRA,193,203,train
riding a bike,jMJMbBNNsN8,5,15,train
kicking field goal,jMMiIKoA7j8,76,86,train
tobogganing,jMVnbTYiARU,1,11,train
drinking,jMbrgs75g6k,14,24,train
playing bass guitar,jMeMPPzkUBk,11,21,train
skiing crosscountry,jMeqXlqrGxQ,44,54,train
catching or throwing baseball,jMiSxrgJmIw,148,158,train
shuffling cards,jMjKGG6gIM0,51,61,train
tai chi,jMkeGX61QhU,175,185,train
playing didgeridoo,jMmCwF3uz44,189,199,train
playing volleyball,jMp5s0AdzR8,1,11,train
sled dog racing,jMyzVa19ylI,26,36,train
playing bass guitar,jN8v_P4FPaI,109,119,train
kicking field goal,jN9Wa88kYeE,4,14,train
hitting baseball,jNKPGoGFioY,15,25,train
opening bottle,jNM_PfQwdcM,1,11,train
clay pottery making,jNRycD9J7Sg,56,66,train
sign language interpreting,jN_AIqzzkYs,67,77,train
skiing (not slalom or crosscountry),jNpZyaczuXA,64,74,train
vault,jNvGXIHyG28,28,38,train
passing American football (in game),jO1y-W_qZAM,3,13,train
yoga,jOAgsbj8p_0,24,34,train
squat,jOXEh9lb96k,64,74,train
playing poker,jOhzVr2kvmY,21,31,train
dunking basketball,jOkrfcQ32kY,1,11,train
roller skating,jOlVyQUycXw,0,10,train
using computer,jOlgoxnuk3c,137,147,train
playing poker,jOvW3UhbBpU,43,53,train
massaging back,jOyBSlsdXLk,107,117,train
cleaning floor,jPNKmp9pukI,4,14,train
using computer,jPQ0j1UP1GM,140,150,train
massaging person's head,jPQXlDKIArw,491,501,train
passing American football (in game),jPRWYGcm1ag,1,11,train
planting trees,jPRhbFgLrV0,161,171,train
cleaning floor,jPVYoN-ULow,3,13,train
bandaging,jPW5Ec7PI9M,37,47,train
cooking sausages,jPffHO6fEYo,318,328,train
kitesurfing,jPi-nkAiPd4,14,24,train
strumming guitar,jQ269Ic_z5I,67,77,train
kitesurfing,jQMbyU1jOmQ,3,13,train
counting money,jQXWlRrmqhI,0,10,train
riding elephant,jQhK1NGSF40,16,26,train
picking fruit,jQihzNo-5AE,4,14,train
hurdling,jQqB24tcjeY,2,12,train
playing cards,jRCKtBVoiVU,46,56,train
wrapping present,jRFLtHdqzQ0,65,75,train
skiing crosscountry,jRXB5vEOmC8,753,763,train
barbequing,jRi0_x2rZ70,256,266,train
surfing water,jRqhIu9vGyo,57,67,train
cooking sausages,jS5dH01Jlps,117,127,train
petting animal (not cat),jSTcjlgj6fg,108,118,train
waxing eyebrows,jSXWhk6aFUI,65,75,train
dunking basketball,jSdCK5vAIg4,34,44,train
playing violin,jT9e9W8p65o,64,74,train
hammer throw,jTSl_oHh6yg,3,13,train
building shed,jTVOrxyPSLc,138,148,train
washing feet,jTdzaugKUf4,418,428,train
lunge,jTmbMVrnqxI,5,15,train
assembling computer,jUFuHKePA2U,522,532,train
peeling potatoes,jUTXzJU8M7M,1,11,train
balloon blowing,jUW7EIvx9QE,44,54,train
moving furniture,jUh1egPj9W0,95,105,train
windsurfing,jUij7d5bgRU,119,129,train
hugging,jUw1IKws_Ac,88,98,train
kitesurfing,jV8vY86M2qk,3,13,train
exercising arm,jVDM0cq9ihY,3,13,train
riding mountain bike,jVtvXfJU_Uo,20,30,train
throwing ball,jVv9D-okScM,0,10,train
triple jump,jVwoA7rp0W4,8,18,train
swinging legs,jVyOlwcUqws,4,14,train
petting cat,jVzLncItkWs,39,49,train
bartending,jWFiHgAeH8M,168,178,train
getting a haircut,jWGND2bLwgU,79,89,train
scuba diving,jWMRP6LKBc8,166,176,train
waxing eyebrows,jWTJ7D-4QY4,29,39,train
sled dog racing,jWWZI5Y_zZs,259,269,train
folding paper,jWg0r72FdMc,189,199,train
taking a shower,jXHOcm3bxWc,20,30,train
cleaning floor,jXP44jJWci8,0,10,train
skiing (not slalom or crosscountry),jXYIdj5FPRs,18,28,train
playing kickball,jXYK-hYALPI,192,202,train
baking cookies,jXktgHrnZGY,9,19,train
playing poker,jXpXjdImJ4Y,84,94,train
shoveling snow,jYDHv_bt6fk,4,14,train
baby waking up,jYNxB3lkeis,31,41,train
drinking,jYYHkGcVIUs,542,552,train
mowing lawn,jYf4KmoyqIw,284,294,train
filling eyebrows,jYfgEPXa4-0,72,82,train
weaving basket,jYuYgnHzm6s,104,114,train
using computer,jZ1ovpXA8Is,13,23,train
garbage collecting,jZAOJmNSTL8,329,339,train
javelin throw,jZMxjRSL7dw,16,26,train
vault,jZNpIE4OCvQ,0,10,train
tapping pen,jZgZD49ucQk,20,30,train
snowboarding,jZiG9BV9WD8,162,172,train
playing organ,jZiHcTqr-ZM,53,63,train
high jump,jZvMqYL5TB0,1,11,train
making pizza,jZyszvYjtKg,150,160,train
shooting basketball,j_0eBR_WNU4,14,24,train
throwing ball,j_DdhzwQQSc,61,71,train
picking fruit,j_ZnODMLx7Q,80,90,train
waxing legs,j_aZfQKgd7c,0,10,train
robot dancing,j_hauHpUxUg,14,24,train
opening bottle,j_lRCjMpGN4,22,32,train
swinging legs,j_ob1pIgcxw,18,28,train
snowboarding,j_r-hvqZNXk,448,458,train
gymnastics tumbling,ja-3LaHnLaQ,18,28,train
baby waking up,ja_DPYn1BD8,12,22,train
decorating the christmas tree,jamZ0WWSZo4,244,254,train
eating burger,jamsuKYvnWc,138,148,train
dunking basketball,jb7RskjgI4w,103,113,train
motorcycling,jbHs7RWNwzE,40,50,train
frying vegetables,jbJtk72bYoc,33,43,train
tying tie,jbXM9eSjttk,98,108,train
doing laundry,jb_h4IvZIHg,58,68,train
riding mountain bike,jbmgjDTcgTg,75,85,train
skiing slalom,jbtvAcGiCxI,1351,1361,train
throwing ball,jbtwGQqLNC8,0,10,train
riding mule,jc-D-Lfe9FE,2,12,train
news anchoring,jcMk3JrpdnM,60,70,train
riding elephant,jcOKfIbeFBE,2,12,train
belly dancing,jcULPZtuWds,75,85,train
cutting watermelon,jcXjAb3GS7k,0,10,train
bookbinding,jcZZGoEUipg,336,346,train
cleaning floor,jc_FgIQh-ag,35,45,train
massaging back,jcdYx1sku0Q,225,235,train
shoveling snow,jcf2HPgVMkA,26,36,train
using computer,jcj4FoK4VYw,26,36,train
extinguishing fire,jcq-zydoxI0,337,347,train
surfing water,jd1zCOmMfLg,63,73,train
passing American football (in game),jd9tc_3nfDk,0,10,train
making bed,jdGFLI1LIno,64,74,train
vault,jdHTcoOpjUA,4,14,train
catching or throwing softball,jdLU2pd6ZYg,2,12,train
playing basketball,jdQuFizGEYQ,93,103,train
opening bottle,jdRoa-apQrQ,4,14,train
taking a shower,jde2SFAx_os,2,12,train
dribbling basketball,jdeT7anru2A,15,25,train
stretching arm,jdexg0GYfW4,2,12,train
throwing axe,jdg0EOH1Ewk,10,20,train
mowing lawn,jdrLu36_738,1,11,train
bungee jumping,jeFsrVIxVvg,35,45,train
juggling fire,jeJvFaEsHO4,37,47,train
presenting weather forecast,jeKcoLz4C2g,80,90,train
crawling baby,jePDuzSO7-Y,40,50,train
opening bottle,jelCw1pPf3w,11,21,train
kicking field goal,jerOOosM61g,4,14,train
making pizza,jfCxG90Stcc,151,161,train
riding a bike,jfGXcuBODzk,110,120,train
using computer,jfH7tDdCMQk,1,11,train
strumming guitar,jfOOtUt35Yw,4,14,train
mowing lawn,jfTYwrj-JjY,44,54,train
long jump,jfUUekPA_9U,1,11,train
shoveling snow,jfZGDFx-Apk,153,163,train
opening bottle,jfmW4cMrBFM,18,28,train
playing bass guitar,jg6eGAuOzLA,5,15,train
playing accordion,jg7X3ECfpjQ,2,12,train
shaving head,jgVgnY_Pdk0,11,21,train
bobsledding,jgdGF4j4BbQ,66,76,train
brush painting,jglMO0zqjYs,826,836,train
washing feet,jgqCSq9Aouc,97,107,train
roller skating,jgrugGAsHio,274,284,train
shoveling snow,jgsoI2HK9FI,0,10,train
skiing (not slalom or crosscountry),jgtS3_9JmLo,39,49,train
knitting,jgwTPUemA0A,177,187,train
playing organ,jgxU_PwbEXs,167,177,train
riding mountain bike,jgz-8ABlOkU,125,135,train
opening bottle,jh0y_6AH0iQ,0,10,train
skiing crosscountry,jh2A16deNSc,45,55,train
long jump,jh4L02Bi-rw,3,13,train
cleaning floor,jh5BfUynveA,0,10,train
massaging back,jh7l7irLth4,408,418,train
picking fruit,jhEw8zYVAwI,32,42,train
making bed,jhIuHluFWgQ,45,55,train
riding mountain bike,jhT822fTrsc,102,112,train
throwing ball,jha1mY5MF7A,24,34,train
digging,jhg4Zt-Tt00,93,103,train
gymnastics tumbling,jhi7mXtpTc4,18,28,train
opening bottle,jhsNf5kdDqQ,136,146,train
swimming butterfly stroke,ji-L0JiwTK0,63,73,train
trapezing,ji-_C5kI-XY,23,33,train
playing bass guitar,ji8m6mFd9z4,19,29,train
shoveling snow,ji9ZMlIivOE,75,85,train
taking a shower,jiaeR7YbnjQ,4,14,train
planting trees,jiiOMs8tmtc,122,132,train
massaging feet,jij-Xnw6JW0,165,175,train
water skiing,jiuBjErwrHQ,0,10,train
skiing (not slalom or crosscountry),jiu_SIuvM0w,2944,2954,train
long jump,jj12xA279aE,10,20,train
trimming trees,jj4MFI4nMv0,197,207,train
playing poker,jj7ihKfXaLw,92,102,train
filling eyebrows,jj8hXrhpPCM,106,116,train
headbanging,jjAlov-dIVs,3,13,train
surfing water,jjBElbG9KRQ,151,161,train
cleaning gutters,jjIHzr99UoM,75,85,train
playing poker,jjN1LAz0lIc,50,60,train
kitesurfing,jjN7vMUn7Uc,658,668,train
using computer,jjTD3EoT64k,4,14,train
folding napkins,jjku_8D632k,12,22,train
playing organ,jjnbVrbIZGw,193,203,train
watering plants,jk0H-qykqgY,3,13,train
dribbling basketball,jkNLy-zufzw,38,48,train
presenting weather forecast,jkO1d4FFeXE,50,60,train
golf driving,jkTy6wk2lMY,89,99,train
high jump,jkiwgSHjKpw,19,29,train
riding camel,jkmppVTD7fg,12,22,train
shoveling snow,jkusPXGafvg,29,39,train
cleaning floor,jkwFoaW66RQ,20,30,train
swimming backstroke,jkybhIAk7fM,4,14,train
swinging legs,jl5ijjVFTHs,39,49,train
playing basketball,jl8rxD4Rg7s,10,20,train
surfing water,jlA3pSpdsmE,189,199,train
playing badminton,jlAZ94f6Hm8,1,11,train
skiing (not slalom or crosscountry),jlEaRrDpWv0,162,172,train
canoeing or kayaking,jlM5fpe1gZE,160,170,train
country line dancing,jlMs8prDS6g,40,50,train
vault,jlNj3LC--Do,2,12,train
ironing,jlNm7J6RQxE,42,52,train
dining,jlTucDrXAR8,7,17,train
throwing ball,jlZZW4fZaBs,52,62,train
country line dancing,jlbEH-Aec-o,73,83,train
crying,jlemILi2ddw,31,41,train
cleaning floor,jlkgX6gTqLs,50,60,train
using computer,jlu2xPF6frY,54,64,train
shoveling snow,jmKzBA-xSPI,103,113,train
swinging legs,jmOtz88y3_g,0,10,train
drinking,jmWwZpDquwA,267,277,train
slacklining,jmZPSNze1Hg,27,37,train
throwing ball,jmab778-JfY,11,21,train
paragliding,jmb9Eo5LZHE,20,30,train
sign language interpreting,jnSbWlidtyo,99,109,train
feeding fish,jnSmpzE-_os,1,11,train
riding mechanical bull,jngJAHNZL4k,20,30,train
skiing (not slalom or crosscountry),jntO42X7mRs,3,13,train
punching person (boxing),jo2JxpcJ2BA,58,68,train
picking fruit,jo2zxLHwU-8,217,227,train
high jump,joJD4l6NaCM,2,12,train
catching or throwing softball,joKSoiRcLEQ,2,12,train
texting,joVYxzYjQ4E,22,32,train
dunking basketball,joYoB5icV4c,1,11,train
throwing ball,jo_L7jmZYYQ,2,12,train
riding a bike,joiyqiP2mWU,1,11,train
exercising arm,joj9lFAAj-M,1,11,train
walking the dog,jpPTTzQ6kEM,2,12,train
feeding fish,jpRK0ez5wPk,62,72,train
presenting weather forecast,jpSixm9376k,4,14,train
playing organ,jpVLLYQ78t4,83,93,train
smoking,jpiqqIYwF8I,0,10,train
parkour,jq9luMLDKCw,41,51,train
opening bottle,jqbfK_9Uh8w,0,10,train
playing kickball,jqsnpD41SgY,275,285,train
presenting weather forecast,jrBZaYlbAyA,135,145,train
picking fruit,jrQcYw6QMHE,83,93,train
cooking sausages,jrWE02VrFH0,1,11,train
washing hands,jroRlETVd4I,15,25,train
shaving head,jrpVtCMAF2k,170,180,train
playing saxophone,jrzBOpiUSdw,167,177,train
fixing hair,jsBLcNrKeVU,2,12,train
juggling fire,jsYJnj7FHAw,90,100,train
cutting pineapple,jsZe7qCzG4c,2,12,train
springboard diving,jsfPXYQuikQ,35,45,train
slapping,jslm2PKwS7E,1,11,train
fixing hair,jspA0ap4Mxk,51,61,train
peeling apples,jt6YRrrCCmQ,16,26,train
high jump,jt7YbfrLpaI,0,10,train
filling eyebrows,jt8-93FEqVM,349,359,train
high jump,jtfTTRfLipM,1,11,train
tying tie,ju-D90m4UbQ,367,377,train
snatch weight lifting,ju8tpgDY8EQ,4,14,train
skiing (not slalom or crosscountry),juRYa1G5dkc,90,100,train
using remote controller (not gaming),juVsGPlfxBY,220,230,train
stomping grapes,juiN3R3TqoM,31,41,train
playing monopoly,jusvvY3DJr4,22,32,train
using computer,juwq_j78pj4,649,659,train
jetskiing,juzNqofjg5M,124,134,train
making bed,jv--6BZC2T0,128,138,train
surfing water,jv6N6OoHAP8,109,119,train
singing,jv9Q5_yshvE,145,155,train
dying hair,jvNhmB1XHkc,188,198,train
jetskiing,jvmkCw-HGpY,186,196,train
welding,jvrXuQesxKw,439,449,train
hugging,jw24WjLtRiE,11,21,train
using computer,jwGTQp9fAqI,0,10,train
using computer,jwQWqv_jmBw,140,150,train
playing poker,jwRyF7C_-gw,60,70,train
sniffing,jwXYxxs7JEA,234,244,train
throwing ball,jwbYaBN0_Is,4,14,train
roller skating,jwcmwiDuLRA,65,75,train
shot put,jxDMxdDDrK4,4,14,train
tickling,jxHylhJom-g,70,80,train
pushing car,jxM_7FNnkB4,13,23,train
cutting watermelon,jxczbOYq79U,0,10,train
pole vault,jxg9tGhF_h0,1,11,train
filling eyebrows,jxgkbIx5lT4,115,125,train
playing organ,jxinTBDifgc,43,53,train
opening bottle,jxv-bBuIQBk,0,10,train
